date,self_built,rqalpha_align,rqalpha_full
2011-11-17,872478.9040748075,873332.2391,870576.5022
2011-11-18,860103.799790049,861008.0991,858351.3622
2011-11-21,860788.1732265567,861664.2191,858991.4822
2011-11-22,859409.2186862302,860316.6991,857660.9622
2011-11-23,857269.3181125162,858208.0191,855550.2822
2011-11-24,857944.1346931752,858886.6791,856123.9422
2011-11-25,853600.5973963431,854554.2191,851794.4822
2011-11-28,857275.4929375285,858072.7191,855252.9822
2011-11-29,863685.465695575,864423.0591,861598.3222
2011-11-30,844268.0217456244,845105.5991,842381.8622
2011-12-01,857222.679094009,858017.7391,855208.0022
2011-12-02,849133.1959921257,849944.3411,846814.483
2011-12-05,845650.2491386874,846489.5611,843362.703
2011-12-06,841985.0059384161,842825.0611,839704.203
2011-12-07,843958.268857713,844786.7011,841647.843
2011-12-08,842761.8099954526,843594.3611,840453.503
2011-12-09,836907.043289306,837792.8411,834654.983
2011-12-12,831513.2919379888,832415.1211,829291.263
2011-12-13,821457.809416617,822387.7011,819302.843
2011-12-14,815916.3898524888,816852.4211,813782.563
2011-12-15,802588.6461144525,803576.3611,800546.503
2011-12-16,813636.0833200808,814590.7411,811535.883
2011-12-19,809351.6436411105,810319.5611,807271.703
2011-12-20,808142.3107968954,809095.1811,806056.323
2011-12-21,803912.1309566277,804880.7011,801847.843
2011-12-22,800835.524149678,801809.1411,798795.283
2011-12-23,804626.1874309646,805583.4011,802563.543
2011-12-26,801163.3417993787,802161.9211,799143.063
2011-12-27,792689.5161316457,793730.6411,790731.783
2011-12-28,794681.8477028465,795715.6611,792717.803
2011-12-29,795980.8242917964,797001.5411,793999.683
2011-12-30,803355.2779776137,804349.9211,801330.063
2012-01-04,795296.504049195,796309.5011,793317.643
2012-01-05,799574.5404644158,800598.2377,797147.057
2012-01-06,806143.832907247,807155.3977,803679.217
2012-01-09,821097.8656980946,822046.0777,818527.897
2012-01-10,834816.3415191782,835715.0977,832155.917
2012-01-11,828465.6803365889,829384.8377,825850.657
2012-01-12,830358.9270537051,831248.3577,827710.177
2012-01-13,826184.1566258386,827119.9977,823578.817
2012-01-16,823069.3860434878,823995.4577,820475.277
2012-01-17,846484.915675494,847335.6577,843737.477
2012-01-18,837723.309389013,838594.5177,835030.337
2012-01-19,848342.475395243,849166.0977,845570.917
2012-01-20,856294.9425578518,857085.4577,853467.277
2012-01-30,839609.0477538455,840447.8577,836871.677
2012-01-31,841878.32338598,842722.1177,839139.937
2012-02-01,832214.8522584165,833102.4777,829545.297
2012-02-02,847009.1861849816,847893.1205,843888.7698
2012-02-03,850707.7084893035,851600.2405,847578.8898
2012-02-06,849594.3071621524,850479.4605,846467.1098
2012-02-07,836738.8169928987,837654.2805,833706.9298
2012-02-08,853102.3276909223,853993.9205,849951.5698
2012-02-09,851521.114948382,852428.3805,848395.0298
2012-02-10,848634.6809012205,849520.7205,845499.3698
2012-02-13,846008.4273072311,846876.7405,842877.3898
2012-02-14,842035.6301993907,842916.0405,838935.6898
2012-02-15,845095.816087979,845965.8005,841971.4498
2012-02-16,842083.6829124978,842972.5405,838991.1898
2012-02-17,843845.200622891,844741.4805,840746.1298
2012-02-20,845014.0859241387,845920.0205,841911.6698
2012-02-21,847444.4339301025,848323.6405,844303.2898
2012-02-22,848869.5953436653,849735.0405,845710.6898
2012-02-23,851475.000550858,852265.9005,848232.5498
2012-02-24,859338.0025565092,860149.3805,856065.0298
2012-02-27,861071.8532607801,861878.3205,857780.9698
2012-02-28,868957.2640228834,869689.3005,865539.9498
2012-02-29,864119.1884349482,864860.2205,860731.8698
2012-03-01,864010.4061499387,864729.9605,860610.6098
2012-03-02,870316.0245984466,871191.4183,866775.5998
2012-03-05,861100.3042998189,862404.7583,858033.9398
2012-03-06,852042.153858934,852971.9983,848633.1798
2012-03-07,846661.791255997,848223.7783,843979.9598
2012-03-08,850178.2188431945,851894.7583,847642.9398
2012-03-09,853187.2549370587,855187.5783,850938.7598
2012-03-12,848540.1546006546,850854.7783,846666.9598
2012-03-13,854182.2207386136,856603.9783,852367.1598
2012-03-14,842499.7749435045,843496.7183,839253.8998
2012-03-15,837190.3177544303,836763.3383,832489.5198
2012-03-16,842561.0669012595,842301.4783,838032.6598
2012-03-19,840098.3854785278,840362.2583,836126.4398
2012-03-20,832976.9523766589,832786.0983,828534.2798
2012-03-21,831824.9160320924,831781.5583,827523.7398
2012-03-22,832885.5581360131,832436.7583,828179.9398
2012-03-23,830158.9642672791,828781.4583,824514.6398
2012-03-26,831921.9089774197,830252.0383,825980.2198
2012-03-27,831729.7895837945,830722.6983,826493.8798
2012-03-28,817532.4407474921,815364.1783,811164.3598
2012-03-29,811358.621105724,807827.8383,803608.0198
2012-03-30,818687.2272585693,814690.3983,810424.5798
2012-04-05,820078.5019406173,817280.0383,813068.2198
2012-04-06,819954.726111926,817461.8395,812858.2648
2012-04-09,811859.7245164608,809443.8195,804896.2448
2012-04-10,817821.3548284867,815347.0395,810760.4648
2012-04-11,816360.5204052002,813900.2595,809325.6848
2012-04-12,828943.7231137122,826359.0195,821694.4448
2012-04-13,828743.5292792998,826159.1595,821500.5848
2012-04-16,826604.4657736203,824044.2795,819399.7048
2012-04-17,824180.5397809725,821650.4595,817032.8848
2012-04-18,836636.5090756471,833995.5995,829293.0248
2012-04-19,836104.1552170261,833472.5395,828763.9648
2012-04-20,846490.5198597761,843758.7995,838984.2248
2012-04-23,842590.9827418888,839902.1995,835150.6248
2012-04-24,848214.1092792335,845470.1395,840672.5648
2012-04-25,850828.6736546545,848073.3395,843243.7648
2012-04-26,846366.3457585266,843645.5795,838867.0048
2012-04-27,845630.4213220702,842915.0995,838143.5248
2012-05-02,856622.7842059466,853785.4195,848962.8448
2012-05-03,855244.1099278068,852390.6621,847235.2262
2012-05-04,858493.0732726587,855534.3821,850380.9462
2012-05-07,858850.5799143832,855882.1421,850715.7062
2012-05-08,856740.9781057589,853837.1621,848675.7262
2012-05-09,845956.1954000861,843122.6021,838007.1662
2012-05-10,847774.9284664171,844931.6421,839809.2062
2012-05-11,843319.6305320315,840510.4621,835401.0262
2012-05-14,836590.4411533613,833897.1621,828819.7262
2012-05-15,832946.6046158718,830318.1821,825250.7462
2012-05-16,825938.8023682472,823419.7421,818377.3062
2012-05-17,835743.024496723,833133.7621,828051.3262
2012-05-18,831715.8783145869,829168.8021,824089.3662
2012-05-21,830904.5510128137,828344.7421,823276.3062
2012-05-22,834536.502384938,831895.6021,826815.1662
2012-05-23,830148.533362727,827536.6021,822476.1662
2012-05-24,827034.0011966219,824492.9821,819438.5462
2012-05-25,822046.17213484,819583.7021,814527.2662
2012-05-28,830390.8895112296,827805.5221,822720.7462
2012-05-29,834172.5843790607,831555.9321,826455.1262
2012-05-30,830187.6074172658,827634.2321,822545.4862
2012-05-31,826672.895244288,824102.7021,819031.2262
2012-06-01,828109.676748223,825499.7421,820426.2062
2012-06-04,811571.1124558232,809101.6779,803809.1594
2012-06-05,815982.5085190553,813489.7079,808187.1594
2012-06-06,816933.6682087035,814431.3279,809117.7794
2012-06-07,814268.6876997144,811785.8479,806489.3594
2012-06-08,808869.7219198749,806435.0879,801170.6894
2012-06-11,813774.826467337,811303.6879,806027.0794
2012-06-12,806640.6250817232,804224.9179,798967.1894
2012-06-13,813928.4824747742,811491.5679,806208.1994
2012-06-14,810355.5463230596,807946.3279,802678.2294
2012-06-15,818903.8866800864,816437.5079,811126.8794
2012-06-18,819227.2997944964,816758.7679,811449.3494
2012-06-19,817209.4084336355,814765.5679,809458.3494
2012-06-20,817354.3168307795,814892.1379,809582.1894
2012-06-21,810653.5656582459,808244.0679,802962.5294
2012-06-25,807120.0524315451,804730.4979,799465.9494
2012-06-26,805806.2272146314,803421.5779,798158.9594
2012-06-27,803539.5113652044,801178.2479,795920.4994
2012-06-28,798421.756744803,796096.1979,790860.0394
2012-06-29,801515.5103327367,799158.6679,793900.5994
2012-07-02,797916.3211797167,795570.8079,790319.2794
2012-07-03,797515.0196657702,795164.887,789640.1591
2012-07-04,798799.0049847512,796459.747,790922.8991
2012-07-05,791258.5406269054,788984.527,783495.0791
2012-07-06,794111.6529921612,791812.757,786303.7491
2012-07-09,777412.7117155016,775217.837,769811.4191
2012-07-10,775690.1913779652,773516.387,768123.0491
2012-07-11,777994.7589286542,775786.517,770388.4891
2012-07-12,775545.9386720677,773321.607,767943.2091
2012-07-13,777681.459103215,775440.147,770049.2991
2012-07-16,768634.2749537019,766452.527,761117.9091
2012-07-17,770979.4333922977,768774.707,763422.7891
2012-07-18,773444.5579327036,771229.807,765849.5091
2012-07-19,776190.9400032918,773960.077,768576.5891
2012-07-20,772837.0204293912,770623.687,765250.5991
2012-07-23,763917.1865138209,761737.837,756431.6491
2012-07-24,764342.1013148132,762132.417,756833.4791
2012-07-25,759645.8900944326,757464.237,752178.3091
2012-07-26,761607.7022786592,759418.867,754106.9391
2012-07-27,765318.3885260321,763129.097,757791.5291
2012-07-30,767511.0090537756,765312.807,759960.3591
2012-07-31,767711.1844237559,765552.217,760198.5491
2012-08-01,770442.1231936703,768257.817,762893.9691
2012-08-02,770730.4486737796,768653.7441,762952.3161
2012-08-03,773025.4967025388,770994.2041,765276.6261
2012-08-06,773920.3929903553,771867.5741,766143.2461
2012-08-07,775631.2626687147,773570.7041,767828.5761
2012-08-08,777206.7110132282,775158.2341,769402.6561
2012-08-09,778541.8706745018,776444.0341,770685.5561
2012-08-10,779311.6127037362,777198.6941,771431.0161
2012-08-13,776785.6021427755,774679.2441,768932.4661
2012-08-14,777006.6692924253,774917.1841,769175.2061
2012-08-15,769366.2613933869,767299.5441,761628.9661
2012-08-16,767454.7482410393,765497.5941,759827.9161
2012-08-17,768505.2727344551,766547.4941,760867.7161
2012-08-20,765413.5068873906,763440.9141,757791.0861
2012-08-21,765626.7340805801,763650.7141,757997.1361
2012-08-22,763463.7281616986,761529.7241,755886.9461
2012-08-23,763889.2049104935,761952.7941,756302.2161
2012-08-24,758985.6382522663,757067.6941,751451.1161
2012-08-27,754820.2444100623,752918.6241,747329.9961
2012-08-28,762615.258357785,760735.9341,755032.1561
2012-08-29,757816.9890983354,755932.9141,750277.1361
2012-08-30,759963.1165959759,758100.9641,752425.0361
2012-08-31,755891.0825655103,754024.1941,748388.5661
2012-09-03,753210.4983650021,751284.9941,745681.5761
2012-09-04,746146.8115619266,744272.1515,738350.5092
2012-09-05,741289.9004270975,739414.0315,733534.6192
2012-09-06,745891.9975161157,743990.5415,738086.3992
2012-09-07,765835.6177559919,763860.2215,757790.6792
2012-09-10,764133.0647813235,762143.6715,756103.3892
2012-09-11,758962.2709732788,756982.6715,751001.6492
2012-09-12,759693.4920976368,757583.7815,751722.1192
2012-09-13,756015.8563605682,753916.1915,748085.8292
2012-09-14,759054.1454431834,756996.9715,751101.0492
2012-09-17,749297.1918404697,747315.3015,741456.0492
2012-09-18,744449.9426487106,742438.1315,736660.8292
2012-09-19,743745.3836732893,741739.8415,735965.6492
2012-09-20,730879.7345682031,728959.2615,723272.6192
2012-09-21,728948.2783614922,727079.3115,721361.7692
2012-09-24,726728.9964875132,724858.2215,719174.7592
2012-09-25,724442.6720907949,722604.4515,716921.0692
2012-09-26,718588.3797210522,716820.5615,711146.6292
2012-09-27,733824.0493664048,731987.1115,726209.4892
2012-09-28,743267.4759235403,741401.2415,735538.0592
2012-10-08,739555.9562161285,737723.7315,731878.5992
2012-10-09,751656.818775889,749742.3184,743502.2218
2012-10-10,750884.8447214057,748969.7184,742735.7018
2012-10-11,750461.8881588633,748562.3684,742329.1818
2012-10-12,751995.4502256023,750089.7884,743834.4218
2012-10-15,751934.290738885,750018.5684,743777.1918
2012-10-16,752328.8529558381,750403.6384,744143.3518
2012-10-17,753576.1893893295,751670.1384,745394.5018
2012-10-18,758654.1440603308,756728.5684,750415.6618
2012-10-19,756969.5265635678,755051.1384,748750.2318
2012-10-22,758490.4483548101,756535.1184,750231.3018
2012-10-23,753265.90255068,751375.6784,745102.9718
2012-10-24,753325.5420191783,751444.8184,745169.1118
2012-10-25,751779.8923137796,749908.7184,743645.2818
2012-10-26,742532.6383601201,740705.7484,734521.8018
2012-10-29,740049.0211002255,738229.9484,732068.1218
2012-10-30,741442.1738088932,739608.2584,733433.3018
2012-10-31,746877.027276105,744926.4884,738746.4418
2012-11-01,757878.3530930608,755854.5984,749599.8918
2012-11-02,763673.1268726549,761616.214,755042.0368
2012-11-05,763431.2097170879,761365.824,754799.7368
2012-11-06,761029.6343969345,758986.354,752458.1768
2012-11-07,761878.0408251409,759830.714,753293.4468
2012-11-08,753354.1704257878,751386.664,744924.4968
2012-11-09,754174.1169873389,752200.944,745746.6568
2012-11-12,760810.7131939639,758781.154,752276.7068
2012-11-13,752193.3249374644,750236.034,743810.9568
2012-11-14,753012.5652677723,751049.474,744617.2668
2012-11-15,746003.6735006175,744084.084,737707.1768
2012-11-16,742506.6641499931,740606.944,734263.4268
2012-11-19,744705.222084445,742788.164,736422.6068
2012-11-20,742336.1861735929,740442.194,734093.6068
2012-11-21,748869.0101398013,746924.074,740504.4868
2012-11-22,746343.640649495,744410.674,738019.1168
2012-11-23,750006.3494082594,748041.724,741626.1068
2012-11-26,749056.0663282701,747105.994,740702.3368
2012-11-27,747014.4973044436,745091.204,738704.3968
2012-11-28,746228.8267451491,744316.124,737948.1568
2012-11-29,744068.3843964946,742175.744,735824.6968
2012-11-30,746720.6527134429,744803.694,738409.8768
2012-12-03,740650.99387856,738801.424,732428.7568
2012-12-04,743501.0381021433,741628.7891,734960.687
2012-12-05,761676.4692864754,759717.9691,752846.107
2012-12-06,758502.5464073686,756582.3891,749727.447
2012-12-07,768693.2986999082,766726.6891,759745.557
2012-12-10,775315.3113094018,773334.4291,766282.727
2012-12-11,773241.5648091715,771262.4991,764227.787
2012-12-12,776626.3881452108,774621.1991,767563.147
2012-12-13,771385.979924287,769396.6191,762398.917
2012-12-14,804065.8008076932,801965.8691,794596.197
2012-12-17,804847.9285884727,802724.8691,795345.637
2012-12-18,807857.8385828962,805719.0891,798302.507
2012-12-19,806757.0118427973,804611.0791,797213.757
2012-12-20,807378.8506725103,805211.2891,797803.267
2012-12-21,800727.9224194996,798571.1691,791238.777
2012-12-24,806221.2287241726,804032.1291,796623.557
2012-12-25,826544.2693929657,824305.2791,816652.287
2012-12-26,826569.4448524471,824306.7791,816657.397
2012-12-27,822383.2308245518,820135.2091,812537.267
2012-12-28,829649.4581223743,827359.9991,819665.557
2012-12-31,843092.7004394771,840736.8591,832850.747
2013-01-04,847649.248252371,845324.5791,837399.457
2013-01-07,848011.0453668615,845653.1831,837196.7702
2013-01-08,849331.5411503431,846918.2531,838459.9202
2013-01-09,851140.6028044857,848661.5231,840172.2402
2013-01-10,854121.3590700761,851638.8931,843125.5802
2013-01-11,842005.5137037586,839681.4031,831307.2302
2013-01-14,860922.3073553735,858283.2731,849716.7302
2013-01-15,865790.6301401043,863149.7031,854526.2102
2013-01-16,862036.0959393255,859430.5831,850854.2502
2013-01-17,860229.6112168567,857637.6931,849110.4202
2013-01-18,874222.3856655551,871388.5231,862742.0602
2013-01-21,874821.8901452873,872000.9731,863327.4502
2013-01-22,866524.42784953,863871.9031,855265.3802
2013-01-23,867978.937837339,865327.8231,856702.3202
2013-01-24,860908.8747310775,858375.5131,849807.9102
2013-01-25,862626.0109201344,860044.2131,851478.8002
2013-01-28,874408.2245687763,871671.4531,862984.6702
2013-01-29,871542.9042991502,868925.2831,860252.4502
2013-01-30,877867.9118084781,875159.3531,866404.8402
2013-01-31,881371.2323198488,878650.1231,869862.6502
2013-02-01,884409.9009329185,881626.6531,872824.9002
2013-02-04,892209.1615521429,889264.7635,879983.6144
2013-02-05,899086.1142044741,895184.0435,885807.2344
2013-02-06,891636.0707725843,888212.4635,878899.7544
2013-02-07,894989.738783382,890303.2435,880927.8944
2013-02-08,901658.5117038446,896691.3435,887249.8744
2013-02-18,898006.6743528158,893145.8835,883705.3944
2013-02-19,887710.1750369851,883066.9235,873739.7044
2013-02-20,891991.6386276885,886871.1635,877458.9744
2013-02-21,869216.7537775355,864152.7035,854977.1144
2013-02-22,867150.5426489242,861784.8835,852649.3644
2013-02-25,869158.5693655147,863692.9435,854534.3444
2013-02-26,855731.9355509041,850646.2635,841626.8844
2013-02-27,860373.0412885379,855456.6435,846424.0944
2013-02-28,871263.1063286911,866428.8235,857285.0344
2013-03-01,870437.0600955843,865576.2235,856431.5744
2013-03-04,850268.6344843808,844587.0381,835172.931
2013-03-05,861386.8609006996,855233.2381,845719.811
2013-03-06,876639.2455242119,869492.7981,859874.311
2013-03-07,873688.3469525605,867025.1381,857396.871
2013-03-08,873753.9409699118,866948.1981,857290.851
2013-03-11,872885.2441452659,865903.1981,856241.851
2013-03-12,860890.1427976808,854088.2781,844537.851
2013-03-13,852102.1385583832,845387.8381,835918.661
2013-03-14,856402.5542730757,849079.6581,839606.371
2013-03-15,863905.4053494158,856265.7981,846763.311
2013-03-18,854705.7840143023,846938.3181,837534.161
2013-03-19,861192.6053771487,853254.6181,843785.411
2013-03-20,871917.9934289757,863869.8581,854299.291
2013-03-21,877828.2525760004,869282.3381,859663.791
2013-03-22,875564.782809623,867081.2981,857478.791
2013-03-25,875951.1529723553,867964.6181,858337.021
2013-03-26,870028.5762603289,861608.0181,852027.521
2013-03-27,870200.8282564486,861666.4781,852076.041
2013-03-28,853946.1968199845,846411.3781,836956.451
2013-03-29,855929.3918861882,846924.4181,837463.411
2013-04-01,856566.2076548636,847315.1381,837850.181
2013-04-02,859306.343049344,850051.8155,840074.2176
2013-04-03,858636.5662168851,849315.8355,839351.1976
2013-04-08,853572.3638088059,844629.1355,834753.7576
2013-04-09,856117.4206553603,847316.1355,837397.7576
2013-04-10,860985.0935936825,852242.1755,842257.7576
2013-04-11,854976.9627834745,845822.6555,835930.2576
2013-04-12,853099.2052336022,844118.9355,834241.4876
2013-04-15,840265.828952263,831779.7955,822060.5076
2013-04-16,842587.4699449143,833936.4955,824213.2976
2013-04-17,840007.9151065084,831240.9555,821528.8176
2013-04-18,839344.6861922491,830570.9155,820885.8176
2013-04-19,850792.9216592183,842136.1155,832301.7376
2013-04-22,852906.3822442027,843913.954,834058.9708
2013-04-23,835939.723920974,827016.234,817375.5508
2013-04-24,844742.0443503746,835636.114,825882.2408
2013-04-25,841403.264617618,832253.374,822520.4908
2013-04-26,837897.3187767776,828736.494,819052.8008
2013-05-02,828288.2236539015,818713.1155,809224.5576
2013-05-03,831568.1344777625,821573.2619,811744.3308
2013-05-06,835945.6514110804,825247.5219,815372.6108
2013-05-07,836460.4819577592,825715.2619,815826.3608
2013-05-08,840603.4868491924,829281.6419,819350.7408
2013-05-09,835680.4803171676,823689.0019,813849.4108
2013-05-10,839010.011520535,827164.4819,817252.7408
2013-05-13,837825.1504843081,825787.6819,815896.1108
2013-05-14,831921.4340221124,819914.8819,810128.5508
2013-05-15,834008.8590053178,821841.0419,812048.6808
2013-05-16,839661.8243235499,827590.7619,817708.1408
2013-05-17,849281.0366707116,837494.0619,827433.0508
2013-05-20,852670.4895571765,840299.8019,830208.6908
2013-05-21,853085.6433074691,840693.0219,830599.9408
2013-05-22,852272.4918694424,839743.2019,829669.1908
2013-05-23,843735.6228275427,831003.7219,821066.1008
2013-05-24,844759.1147257695,832093.1619,822134.4308
2013-05-27,843387.2344299075,830715.7819,820797.0108
2013-05-28,852903.0658159541,840130.4419,830068.3508
2013-05-29,852936.2490831809,839840.4219,829804.4708
2013-05-30,848258.9827487413,835308.7219,825341.8908
2013-05-31,846913.4967869223,834012.0019,824083.2608
2013-06-03,848195.6582370484,835320.4619,825370.6408
2013-06-04,839251.8696246089,826611.1452,816744.3737
2013-06-05,838960.3381664925,826084.4052,816386.6237
2013-06-06,831253.9123681729,818362.2152,808846.9337
2013-06-07,824356.3357814628,811659.8052,801891.9337
2013-06-13,804341.4887916123,791929.3752,783084.3237
2013-06-14,805355.8953641902,793262.3252,784525.0537
2013-06-17,800166.9313641253,789180.3852,780347.5737
2013-06-18,798096.8055376296,787370.0652,779162.8437
2013-06-19,793526.057808036,782451.2652,774102.3437
2013-06-20,771642.3328782172,761210.9252,753089.7037
2013-06-21,765181.2418795152,755419.9752,746934.6437
2013-06-24,732083.9274792243,722275.6052,713250.6837
2013-06-25,724407.0608337842,715378.0052,706650.3037
2013-06-26,718874.2976458959,709690.3952,700551.1737
2013-06-27,722311.0450578339,713430.0952,704364.7337
2013-06-28,729834.3397209309,722158.2452,713660.0137
2013-07-01,729263.729258739,722025.6752,713756.8037
2013-07-02,729830.4445130967,720374.7462,711918.3093
2013-07-03,731757.0578162249,721471.0962,712967.0193
2013-07-04,736623.8637339708,725654.6162,717126.4793
2013-07-05,736854.791796667,726102.3362,717575.0193
2013-07-08,722424.186743783,710686.7262,702271.1893
2013-07-09,727137.9946556196,715445.3162,707004.1993
2013-07-10,738655.295069774,726244.1962,717716.2193
2013-07-11,759652.4729131584,747154.5262,738463.3593
2013-07-12,747922.8272935405,736122.0862,727504.2293
2013-07-15,750968.3578101809,739140.4762,730485.3393
2013-07-16,753427.6346793837,741032.9562,732366.5193
2013-07-17,746862.7734805603,734632.1062,726029.8293
2013-07-18,739152.6238178362,726794.1362,718241.3793
2013-07-19,728226.5512168809,717161.9462,708672.8493
2013-07-22,731521.858661612,721746.0062,713212.0093
2013-07-23,745972.5822167768,735537.0462,726891.1693
2013-07-24,742253.2140623596,731894.0562,723270.1893
2013-07-25,744942.4062754957,733631.1062,725021.0493
2013-07-26,744770.2711289395,733931.9662,725348.7993
2013-07-29,735683.663493673,725755.7862,717247.2493
2013-07-30,739439.7091975624,729545.8362,720992.6093
2013-07-31,737745.5767512707,728060.5662,719513.2693
2013-08-01,747929.547652523,737354.4762,728737.1293
2013-08-02,747732.8011352358,737064.9065,728050.0597
2013-08-05,754040.564053736,742894.2865,733832.7897
2013-08-06,755299.1840443221,744151.2965,735069.6797
2013-08-07,749233.9019395687,738421.0065,729386.3697
2013-08-08,748186.4843822755,737465.1365,728445.7497
2013-08-09,750480.107108852,739454.7265,730428.0497
2013-08-12,765156.1367418772,753617.2065,744475.9697
2013-08-13,766560.9861914888,754992.1465,745829.7797
2013-08-14,762725.7518694182,751387.8765,742263.5897
2013-08-15,757198.4483637993,746250.7765,737154.4297
2013-08-16,754532.632439523,743748.4365,734656.6397
2013-08-19,756665.5333956223,745728.5165,736640.1897
2013-08-20,749686.7554729427,739096.4265,730059.0797
2013-08-21,749793.4213839993,739139.7565,730118.9097
2013-08-22,746656.8096942919,736050.7965,727062.6897
2013-08-23,743958.5833647338,733486.4065,724522.0497
2013-08-26,759076.6574251188,748206.4665,739135.3097
2013-08-27,763439.6464012165,752468.4065,743362.5897
2013-08-28,775726.2918000614,764758.0465,755550.1097
2013-08-29,772793.084299395,762008.2465,752826.1397
2013-08-30,789348.218736205,778480.7165,769106.1397
2013-09-02,779204.7708172359,768396.4065,759122.4797
2013-09-03,784040.7914838525,773136.7818,763309.6337
2013-09-04,785667.9748567396,774733.1218,764894.9537
2013-09-05,780709.4298170964,769863.6418,760082.8137
2013-09-06,784471.5596455619,773549.7518,763725.0937
2013-09-09,820784.1960695357,809160.3618,798892.6437
2013-09-10,825601.2069070236,813882.9818,803570.3837
2013-09-11,834319.1496289184,822444.5518,812039.8637
2013-09-12,844158.8709357122,832083.9718,821549.2937
2013-09-13,833851.6671052426,821971.6918,811555.0937
2013-09-16,829291.8212376859,817494.8018,807140.8937
2013-09-17,812115.8138469544,800652.0018,790499.0737
2013-09-18,815410.4075384028,803885.4318,793689.9137
2013-09-23,820154.7779533841,808542.0318,798290.8137
2013-09-24,807849.9434329773,796470.2518,786377.6237
2013-09-25,802619.5405576938,791339.6418,781309.0237
2013-09-26,790588.6919702053,779541.1018,769656.0437
2013-09-27,793773.1066402823,782665.6818,772739.2137
2013-09-30,796638.9846003429,785477.8918,775516.8137
2013-10-08,806154.1309998513,794806.0218,784737.5837
2013-10-09,807314.8348836936,795882.4786,785289.5066
2013-10-10,803957.867320879,792689.3286,782144.6066
2013-10-11,814882.5525271377,803354.0386,792688.0766
2013-10-14,824159.4066813523,812383.6586,801631.7366
2013-10-15,829437.4319713569,817456.5886,806650.7266
2013-10-16,817795.0740250396,806274.2486,795547.6766
2013-10-17,817953.168486806,806442.2486,795709.6766
2013-10-18,816342.1573740757,804898.5586,794173.0066
2013-10-21,828111.6980870846,816327.4486,805502.7466
2013-10-22,826887.8581595186,815166.9986,804343.4366
2013-10-23,816541.5621660969,805188.4686,794475.2366
2013-10-24,811763.8132819795,800541.3686,789896.5466
2013-10-25,804499.4502989346,793566.4586,782985.0066
2013-10-28,810888.3984921015,799938.9086,789247.3166
2013-10-29,809933.7811930605,799091.6886,788383.7966
2013-10-30,828371.4763433828,817088.0186,806172.3166
2013-10-31,819929.3167419946,808787.0386,797969.1166
2013-11-01,821437.5249358409,810178.2986,799363.2766
2013-11-04,820706.108747485,809420.5054,798073.4562
2013-11-05,820425.6800286595,809146.5254,797793.3362
2013-11-06,817222.6025896819,806025.8254,794696.1362
2013-11-07,823004.1153826416,811711.1354,800308.5462
2013-11-08,817083.4137218181,805940.8654,794590.5062
2013-11-11,815709.8484367322,804593.3554,793259.1062
2013-11-12,819192.7886991333,807993.4254,796621.0762
2013-11-13,805299.4873987694,794385.6254,783171.7962
2013-11-14,804782.4313604888,793860.9254,782670.2062
2013-11-15,814048.3934839251,802921.8454,791632.7062
2013-11-18,834180.0949227461,822643.4254,811090.5062
2013-11-19,830126.5273156377,818651.9354,807166.9062
2013-11-20,834295.2886906231,822731.3754,811201.2962
2013-11-21,834872.8551955937,823313.8054,811753.1562
2013-11-22,833994.1087654802,822445.4554,810900.5362
2013-11-25,827526.4115672547,816114.3754,804653.2162
2013-11-26,825312.8426730823,813945.7654,802517.0462
2013-11-27,830914.7970976712,819417.9454,807941.3162
2013-11-28,839479.0508535511,827763.1654,816210.2262
2013-11-29,838069.3610416711,826387.9654,814848.1562
2013-12-02,845772.2166208851,833918.6754,822294.3262
2013-12-03,849161.47546074,837301.5588,825225.5426
2013-12-04,856566.1697897513,844609.5588,832433.5426
2013-12-05,854891.0221617091,842969.5588,830818.5426
2013-12-06,852825.8062072255,841010.5588,828862.5426
2013-12-09,848976.9093810687,837295.5588,825174.5426
2013-12-10,849677.6148522499,837974.5588,825844.5426
2013-12-11,836691.5432375517,825241.5588,813265.5426
2013-12-12,833716.691259135,822323.5588,810391.5426
2013-12-13,826098.5954356224,814855.5588,803018.5426
2013-12-16,814351.5830272492,803364.5588,791670.5426
2013-12-17,813542.6998301141,802550.5588,790873.5426
2013-12-18,812529.4182797899,801548.5588,789882.5426
2013-12-19,807267.8267092899,796403.5588,784805.5426
2013-12-20,786386.5557863493,775905.5588,764581.5426
2013-12-23,788100.7208876429,777602.5588,766272.5426
2013-12-24,789721.8656798179,779197.5588,767846.5426
2013-12-25,793777.7010894925,783165.5588,771763.5426
2013-12-26,785568.905674483,775118.5588,763799.5426
2013-12-27,792589.6697413813,782034.5588,770623.5426
2013-12-30,789109.4080217431,778602.5588,767243.5426
2013-12-31,794906.9269153873,784278.5588,772848.5426
2014-01-02,791812.6584726062,781233.5588,769835.5426
2014-01-03,782814.4741202242,772389.3756,760679.8822
2014-01-06,762914.2953258489,752897.3756,741479.8822
2014-01-07,760353.3180256807,750406.3756,739012.8822
2014-01-08,754206.1551754908,744372.3756,733076.8822
2014-01-09,745245.0210380782,735591.3756,724427.8822
2014-01-10,742964.0866201128,733355.3756,722205.8822
2014-01-13,751143.3571764469,741343.3756,730086.8822
2014-01-14,754853.8268195861,744966.3756,733659.8822
2014-01-15,749503.701771608,739723.3756,728503.8822
2014-01-16,750120.0657756375,740312.3756,729096.8822
2014-01-17,741787.9127340422,732163.3756,721073.8822
