date,symbol,side,shares,price,value,cost
2019-10-09,601328.SH,buy,75.50329328569009,10.102668809999999,762.7847661296237,0.15255695322592475
2019-10-09,600015.SH,sell,1.8027811023614757,32.372915445000004,58.36128019259195,0.01167225603851839
2019-10-09,600011.SH,buy,3093.308298419674,26.821043819999996,82965.7574206837,16.59315148413674
2019-10-09,601169.SH,sell,1.1220758781324147,18.3220344,20.55871283855231,0.004111742567710462
2019-10-09,600000.SH,buy,551.8005204239939,150.35461974,82965.75742068372,16.593151484136744
2019-10-09,601225.SH,buy,8174.149582841009,10.14977235,82965.7574206837,16.59315148413674
2019-10-09,600919.SH,buy,63.605928604503355,7.413434865,471.538408737326,0.0943076817474652
2019-11-04,600016.SH,sell,532.2470577896701,159.43654185,84859.6303038221,16.97192606076442
2019-11-04,601169.SH,sell,4526.836229361371,19.2449727,87118.83965143054,17.423767930286107
2019-11-04,601328.SH,sell,8217.957975585578,10.443135820000002,85821.25130209245,17.16425026041849
2019-11-04,600015.SH,sell,2562.0438899657975,32.984549475,84507.86344569831,16.901572689139662
2019-11-04,600919.SH,sell,11135.729103738453,7.96725438,88721.18647625366,17.74423729525073
2019-11-04,601229.SH,sell,3420.9717637592807,24.16701045,82674.66036392546,16.534932072785093
2019-11-04,600221.SH,sell,14351.729884570297,5.5184394,79199.15165317018,15.839830330634037
2019-11-04,600011.SH,sell,3093.308298419674,26.516095319999998,82022.45769504308,16.404491539008617
2019-11-04,600000.SH,sell,551.8005204239939,162.02244825,89404.07126471962,17.880814252943924
2019-11-04,601225.SH,sell,8174.149582841009,9.693300925,79234.49171244111,15.846898342488224
2019-11-04,600023.SH,buy,197.8512831140477,6.301058954999999,1246.6725992240104,0.2493345198448021
2019-11-04,600795.SH,buy,3.7835921988213133,607.21053354,2297.4370377440714,0.4594874075488143
2019-11-04,600089.SH,buy,7.93104358340467,244.609493625,1940.0085548544218,0.3880017109708844
2019-11-04,601988.SH,sell,230.12467736668083,6.678858900000002,1536.9702495400852,0.30739404990801705
2019-11-04,601288.SH,sell,576.2704405934862,5.72503605,3299.169046947092,0.6598338093894184
2019-11-04,600028.SH,buy,5526.15595862386,15.23843541,84209.97064107632,16.841994128215266
2019-11-04,000709.SZ,buy,104.18832073906772,25.129998719999996,2618.252366811721,0.5236504733623443
2019-11-04,601006.SH,sell,33.19474800954435,13.701525810000001,454.8186966092181,0.09096373932184362
2019-11-04,601985.SH,buy,902.8166385337912,5.427612450000001,4900.138827373155,0.9800277654746311
2019-11-04,601766.SH,buy,9613.111564659986,8.759907765,84209.9706410763,16.841994128215262
2019-11-04,600688.SH,buy,5703.265972373156,14.765218919999999,84209.97064107632,16.841994128215266
2019-11-04,600019.SH,buy,5927.983906477311,14.205499199999998,84209.97064107632,16.841994128215266
2019-11-04,601390.SH,buy,12392.35543082478,6.79531596,84209.9706410763,16.841994128215262
2019-11-04,600170.SH,buy,1642.6592093828788,51.264419399999994,84209.9706410763,16.841994128215262
2019-11-04,601857.SH,buy,10620.138101566683,7.929272654999999,84209.9706410763,16.841994128215262
2019-11-04,601618.SH,buy,26892.073300145523,3.131404919999999,84209.9706410763,16.841994128215262
2019-11-04,000898.SZ,buy,9520.177208203533,8.845420500000001,84209.97064107632,16.841994128215266
2019-11-04,601398.SH,sell,465.402433333272,10.544165280000001,4907.280178780202,0.9814560357560405
2019-11-04,603993.SH,buy,7178.268325045613,11.496945599999998,82528.16043525252,16.505632087050504
2019-11-04,600177.SH,sell,4.5292941496191785,240.52343812000004,1089.4014011232066,0.21788028022464134
2019-12-03,601398.SH,sell,7983.77523050336,10.2956496,82198.15225842183,16.439630451684366
2019-12-03,600795.SH,sell,138.77775985633636,591.0496873200001,82024.55157005767,16.404910314011534
2019-12-03,600023.SH,sell,13373.633519040039,6.31094295,84400.23817286943,16.880047634573888
2019-12-03,600177.SH,sell,350.0039546507142,246.73756950000003,86359.12508590546,17.271825017181094
2019-12-03,601985.SH,sell,15525.333879416736,5.1441266500000005,79864.28375925553,15.972856751851106
2019-12-03,000709.SZ,sell,3353.2470073695304,25.40856936,85201.20916796115,17.04024183359223
2019-12-03,601766.SH,sell,9613.111564659986,8.315410215000002,79936.9661027083,15.987393220541662
2019-12-03,600688.SH,sell,5703.265972373156,14.194539180000001,80955.23229881156,16.191046459762312
2019-12-03,600019.SH,sell,5927.983906477311,13.310461440000001,78904.20120410682,15.780840240821366
2019-12-03,601390.SH,sell,12392.35543082478,6.4862952300000005,80380.47591942338,16.076095183884675
2019-12-03,600170.SH,sell,1642.6592093828788,51.510931649999996,84614.9062587645,16.9229812517529
2019-12-03,601857.SH,sell,10620.138101566683,7.465635315000001,79286.07806123329,15.857215612246659
2019-12-03,601618.SH,sell,26892.073300145523,3.01493178,81077.76642269822,16.215553284539645
2019-12-03,000898.SZ,sell,9520.177208203533,9.131132150000001,86929.99617952453,17.385999235904908
2019-12-03,603993.SH,sell,7178.268325045613,11.6869536,83892.0888431578,16.778417768631563
2019-12-03,601228.SH,buy,21755.821276614814,3.811905,82931.12390343439,16.58622478068688
2019-12-03,601988.SH,buy,82.96321716425712,6.54098886,542.6614792611666,0.10853229585223333
2019-12-03,600089.SH,sell,5.754289596052911,244.74386685000002,1408.327086712714,0.2816654173425428
2019-12-03,601328.SH,buy,8178.92860099249,10.13960727,82931.12390343439,16.58622478068688
2019-12-03,600028.SH,sell,124.18286075211961,15.347222550000001,1905.8620008584403,0.3811724001716881
2019-12-03,600016.SH,buy,522.162077266317,158.8225716,82931.12390343437,16.586224780686877
2019-12-03,600015.SH,buy,2552.2948130204313,32.492768265,82931.12390343439,16.58622478068688
2019-12-03,601288.SH,sell,63.03939589628175,5.662467350000001,356.9585210264195,0.0713917042052839
2019-12-03,601006.SH,sell,238.93834572967805,14.039176900000001,3354.49770389231,0.670899540778462
2019-12-03,601318.SH,buy,414.176943750578,200.23114554000003,82931.12390343439,16.58622478068688
2019-12-03,601169.SH,buy,4374.864307635192,18.956273399999997,82931.12390343439,16.58622478068688
2019-12-03,601828.SH,buy,7476.105867616082,11.092823639999999,82931.12390343437,16.586224780686877
2019-12-03,600415.SH,buy,530.2401773020403,156.40294239,82931.12390343439,16.58622478068688
2019-12-03,601229.SH,buy,3472.7237447369503,23.88071439,82931.12390343437,16.586224780686877
2019-12-03,000630.SZ,buy,1458.158808585217,56.87386271999999,82931.12390343437,16.586224780686877
2019-12-03,600900.SH,buy,1497.759749369606,55.37011121999999,82931.12390343439,16.58622478068688
2019-12-03,600919.SH,buy,10801.407754252681,7.677806984999999,82931.12390343439,16.58622478068688
2019-12-03,601939.SH,buy,6597.72649089396,12.569651684999998,82931.12390343439,16.58622478068688
2019-12-03,002736.SZ,buy,6719.086857556464,12.342618224999999,82931.12390343437,16.586224780686877
2019-12-03,600000.SH,buy,546.2675679812015,150.22741617,82064.36527528573,16.412873055057148
2020-01-03,601228.SH,sell,21755.821276614814,3.9389455420000004,85694.99523007068,17.13899904601414
2020-01-03,601318.SH,sell,414.176943750578,208.72572093200003,86449.38117775181,17.289876235550363
2020-01-03,601828.SH,sell,7476.105867616082,11.848232920000001,88578.64365409403,17.715728730818807
2020-01-03,600415.SH,sell,530.2401773020403,165.533002095,87772.2483801918,17.55444967603836
2020-01-03,000630.SZ,sell,1458.158808585217,62.6856764825,91405.67133508055,18.28113426701611
2020-01-03,600900.SH,sell,1497.759749369606,56.9145285,85244.2899416493,17.04885798832986
2020-01-03,002736.SZ,sell,6719.086857556464,13.93271016,93615.08972619941,18.72301794523988
2020-01-03,600000.SH,sell,546.2675679812015,159.73004702400002,87255.34432132344,17.451068864264688
2020-01-03,600919.SH,buy,72.1888168019487,7.994351178,577.1027526390848,0.11542055052781695
2020-01-03,600023.SH,buy,13437.249768870795,6.464636703,86866.9380432204,17.37338760864408
2020-01-03,601988.SH,buy,207.98573378919608,6.7408677495,1402.004325255684,0.2804008650511368
2020-01-03,601328.SH,buy,77.80781169722768,10.528031385,819.1630835465832,0.16383261670931665
2020-01-03,600016.SH,buy,7.115414255076411,164.23697744999998,1168.6141305583928,0.23372282611167858
2020-01-03,601288.SH,buy,206.47253543615525,5.854529802,1208.799612005472,0.24175992240109442
2020-01-03,600028.SH,sell,4.878654126681759,16.090292829000003,78.49897350971878,0.015699794701943756
2020-01-03,002024.SZ,buy,96.25790718784252,902.4395042550001,86866.93804322042,17.373387608644084
2020-01-03,600015.SH,buy,25.825219331137294,33.717260205,870.7556400391522,0.17415112800783045
2020-01-03,601939.SH,buy,127.51593796914005,12.925422481499998,1648.197371375882,0.3296394742751764
2020-01-03,600089.SH,buy,2.3494766849506203,254.8489608,598.7616915834946,0.11975233831669892
2020-01-03,601169.SH,buy,42.93887105897863,19.6765583625,844.8892024118551,0.16897784048237102
2020-01-03,601857.SH,buy,11033.987836682818,7.8726693674999995,86866.9380432204,17.37338760864408
2020-01-03,600104.SH,buy,387.30581009116463,224.28514052699995,86866.93804322042,17.373387608644084
2020-01-03,601398.SH,buy,8186.953520895815,10.610410554,86866.9380432204,17.37338760864408
2020-01-03,601006.SH,buy,75.57073228800927,14.534340538499999,1098.3707578177439,0.21967415156354878
2020-01-03,600170.SH,buy,1623.7420700165048,53.497990627499995,86866.93804322042,17.373387608644084
2020-01-03,601989.SH,buy,9685.585582659956,8.968682099999999,86866.9380432204,17.37338760864408
