date,strategy_nav,benchmark_nav
2011-12-19,806529.1867787899,793698.6318697359
2011-12-20,764133.3927381384,791257.0281405232
2011-12-21,763678.4157564514,778619.6067936169
2011-12-22,798047.8255538797,779360.9089756149
2011-12-23,801825.2208900872,785293.9893940862
2011-12-26,798375.4220470338,777485.8505152668
2011-12-27,789931.7388485401,767277.7166960759
2011-12-28,791915.8450111474,768240.7105050208
2011-12-29,793210.7438609683,769383.4542817608
2011-12-30,800557.6136504817,780827.868435007
2012-01-04,792528.1927656607,765186.625404063
2012-01-05,796389.414655523,757740.9822936298
2012-01-06,762764.7145924242,762473.066630983
2012-01-09,817820.8340330847,788426.6318883767
2012-01-10,831481.562811691,814649.8220974625
2012-01-11,825157.6238285545,810741.5917791686
2012-01-12,827043.978225353,810612.1052282942
2012-01-13,822888.4322987612,797002.7025740528
2012-01-16,737776.6549421649,780796.911496109
2012-01-17,843101.9752393388,819061.0194552711
2012-01-18,834375.6560256657,806274.8050794678
2012-01-19,844950.3303130192,821640.4314931263
2012-01-20,852870.24735347,833535.8849174131
2012-01-30,836254.1344774006,819100.6310222481
2012-01-31,838515.1286119322,820278.9919222363
2012-02-01,828893.2560099119,808539.987543993
2012-02-02,843286.3360501212,827594.8156114843
2012-02-03,846969.1205854239,834202.9570201185
2012-02-06,845860.4364419646,833614.4423107458
2012-02-07,833061.4668646975,818179.9117427659
2012-02-08,849353.6857031584,841574.7029215695
2012-02-09,847776.4403096224,841905.908880747
2012-02-10,844898.9286456298,843368.2081557886
2012-02-13,842281.8027865196,842821.3022352576
2012-02-14,838327.9640303785,839534.5407870986
2012-02-15,841373.5421455855,848688.474332204
2012-02-16,838375.7598878564,844183.7404170799
2012-02-17,840129.5500176483,844520.6051715397
2012-02-20,841293.6830426813,845725.5956963864
2012-02-21,843713.9283969797,852964.5263438558
2012-02-22,845131.3505157162,864622.6432365914
2012-02-23,804743.8296962016,867545.2445648104
2012-02-24,855548.3366590753,881446.2416112521
2012-02-27,857275.3927561585,884294.2799898675
2012-02-28,821429.8645994918,886254.8861200737
2012-02-29,771808.72049964,876827.9989201688
2012-03-01,771699.9150990329,876562.3684122053
2012-03-02,777927.617126342,892070.463318857
2012-03-05,769206.4997784001,886333.1106430955
2012-03-06,803482.9869286525,872470.3936823879
2012-03-07,843649.0581294317,866463.0831846236
2012-03-08,847312.7677564624,877376.5691922538
2012-03-09,850622.9327829297,886867.0346215083
2012-03-12,846407.6448527036,883571.6185452703
2012-03-13,852088.4046143333,892449.6026027795
2012-03-14,838892.9297517072,867162.4437074697
2012-03-15,794550.1353487048,860651.5004295692
2012-03-16,837638.1402101419,873291.9176092723
2012-03-19,835761.9146736219,875453.2445368492
2012-03-20,828110.2928243381,860285.0102174543
2012-03-21,827082.6068655504,861399.460017782
2012-03-22,827730.1386725418,860052.6667405639
2012-03-23,824032.1719487453,849797.9310778708
2012-03-26,788565.6513579374,850630.7725953199
2012-03-27,826049.2424541162,847868.2818865625
2012-03-28,810632.206536997,823820.7320284152
2012-03-29,765282.4376360622,813242.779294002
2012-03-30,775035.9051570308,817162.9929434822
2012-04-05,812526.118699083,836447.1686550676
2012-04-06,812404.365927985,838776.5950895639
2012-04-09,804384.8890817584,830560.0243394773
2012-04-10,810291.4682475787,838762.6145365131
2012-04-11,808844.4657544374,838845.1663735744
2012-04-12,821308.2867632104,855621.8300344222
2012-04-13,821110.2013074735,858956.5248073264
2012-04-16,818991.5117395693,856822.82611554
2012-04-17,816591.8543086639,846117.3840521169
2012-04-18,828931.9568681221,865432.1838322894
2012-04-19,828402.7504353432,864149.9673953531
2012-04-20,838692.4424678682,874396.7141705888
2012-04-23,834829.8879219745,867472.678837071
2012-04-24,840397.850858763,867082.5548328942
2012-04-25,842987.3372075929,874114.107276778
2012-04-26,838568.4945812231,875943.8953748669
2012-04-27,795817.5441070006,874169.6966186701
2012-05-02,848730.4874929897,893253.1515328846
2012-05-03,847059.4164268245,895926.4329983661
2012-05-04,850276.8576772544,904035.4866380864
2012-05-07,850632.7798689837,904667.6073581647
2012-05-08,807028.0357483883,901784.284726612
2012-05-09,795740.4890224867,884607.5109522656
2012-05-10,839661.5535255866,884507.6498590461
2012-05-11,794085.1076657302,877751.3811621368
2012-05-14,828588.2017258577,870633.6153077736
2012-05-15,824979.2464582511,871246.0966795188
2012-05-16,818038.381626174,857023.5469129109
2012-05-17,827747.3000595621,870103.6857730898
2012-05-18,783262.9447154279,856800.1909344103
2012-05-21,822956.022136705,861212.3869031512
2012-05-22,826553.4483424778,874625.0632037503
2012-05-23,741064.215179207,871077.9971725997
2012-05-24,819123.4238025352,863885.0026280113
2012-05-25,687797.5885105808,856509.5951531421
2012-05-28,822445.1122909602,870352.3398952058
2012-05-29,784146.6155114907,882390.5946827963
2012-05-30,740050.6679654791,879529.2414917516
2012-05-31,778118.5348310048,876128.6383973227
2012-06-01,820187.4690239298,876446.8624143816
2012-06-04,803558.9267555695,851823.7797889801
2012-06-05,807925.1766226353,851762.5316518059
2012-06-06,769307.1869384882,851282.8655340422
2012-06-07,765308.1790786791,846217.578015647
2012-06-08,760451.3503012996,840274.1786175432
2012-06-11,805739.9414745874,851570.4654825138
2012-06-12,798677.702774507,845549.8401723204
2012-06-13,767141.734233067,859017.1072038795
2012-06-14,802352.9702585,852288.1338724501
2012-06-15,810816.6366409219,854828.9329542607
2012-06-18,811136.1206220089,859208.8405028606
2012-06-19,809136.1877155016,851688.9673131341
2012-06-20,809282.4991654597,849688.4167456402
2012-06-21,802646.895830054,836231.8015640244
2012-06-25,799147.9635651127,817701.909976556
2012-06-26,797849.3978138319,817168.318868454
2012-06-27,754992.5778668514,814598.5600696099
2012-06-28,671165.4713278924,807453.1659794559
2012-06-29,793602.7325975936,819397.5513394203
2012-07-02,790043.1109007756,820604.5390861311
2012-07-03,789402.1225016592,821763.9263784076
2012-07-04,790673.0860591738,820498.3534570079
2012-07-05,783210.2835679547,808998.017091559
2012-07-06,786032.8904239608,823059.7904980839
2012-07-09,769504.5706091734,804226.6540575393
2012-07-10,767800.0761419843,801120.9740584182
2012-07-11,770080.7782528925,807400.9053406712
2012-07-12,767656.2130099034,815259.6405067218
2012-07-13,769770.1449331866,815742.9681979034
2012-07-16,760815.9871062576,798799.2036410687
2012-07-17,763137.2069903623,803615.8370373477
2012-07-18,765576.4132141846,803660.4416589858
2012-07-19,768295.1852820625,806984.8174522574
2012-07-20,764974.5104283277,798374.4611245758
2012-07-23,756145.7675556294,787381.7519829918
2012-07-24,756565.7483677685,790897.195334623
2012-07-25,751917.4020977604,785601.5615612017
2012-07-26,753857.9026135519,781409.0599975433
2012-07-27,757531.4087440856,781948.3099009279
2012-07-30,759700.2186850855,777516.1417135432
2012-07-31,759899.9190109866,776560.4710514342
2012-08-01,762603.5024791984,785124.8912762348
2012-08-02,762619.8415039155,777212.8968604672
2012-08-03,764892.158309946,783489.1665693022
2012-08-06,765777.0736127293,794099.0748535454
2012-08-07,767470.0135312561,795184.8978071503
2012-08-08,769028.2131674144,795491.8042336444
2012-08-09,770349.2287425571,802783.3283902092
2012-08-10,771110.2713149122,798805.8610472834
2012-08-13,768610.8793639437,782888.0027881218
2012-08-14,768829.2894006344,784580.6483181895
2012-08-15,761270.8139751975,776125.4095553085
2012-08-16,759380.2868731318,772149.2736936256
2012-08-17,760418.8333749996,770087.4749889572
2012-08-20,757360.2381896408,766196.886797132
2012-08-21,757571.5600079311,770163.036549493
2012-08-22,755432.6639549723,764132.4251299775
2012-08-23,755852.5469839277,766333.6964948424
2012-08-24,751000.2064275196,757505.3101136321
2012-08-27,746878.2028328666,741702.9578522942
2012-08-28,754590.6934949133,745100.5651139267
2012-08-29,749841.3761272104,737245.8243916046
2012-08-30,751965.0771743285,736099.4190414468
2012-08-31,747935.6881393512,733935.096281073
2012-09-03,745282.6141634594,741757.881453565
2012-09-04,737961.8085028566,733781.6430678262
2012-09-05,733157.6430586922,732273.0748195926
2012-09-06,737707.3921665113,738247.4311565945
2012-09-07,757431.0104544356,771320.0937495944
2012-09-10,755745.7857021922,774478.0343875004
2012-09-11,750630.1652077127,769559.5426761374
2012-09-12,751338.7975056003,772282.7546882287
2012-09-13,747702.740546969,765089.4272733293
2012-09-14,750713.2193231857,770775.1850509276
2012-09-17,741067.5245238161,751855.8351999036
2012-09-18,736269.1663924672,744044.7004882875
2012-09-19,735572.6432361371,747705.2752953974
2012-09-20,722850.8625985841,730966.8917202839
2012-09-21,720944.9088083395,732002.7841272791
2012-09-24,718748.267315448,737479.4993497379
2012-09-25,716488.0924320705,735694.6487435977
2012-09-26,710701.8664215972,727285.3460835979
2012-09-27,725769.0119321047,749529.7374685147
2012-09-28,735108.8297119904,763306.9067593645
2012-10-08,731439.2233282262,755633.580356391
2012-10-09,743143.6498255073,772311.3815349517
2012-10-10,742381.6399612462,773629.5479654468
2012-10-11,741962.4201290322,766444.8751786266
2012-10-12,743478.5260372347,767109.9500594673
2012-10-15,743417.723767039,763889.7626734547
2012-10-16,743809.421309433,764989.8990504208
2012-10-17,745044.7379224235,765869.0095410617
2012-10-18,750067.0287341934,777610.6768817909
2012-10-19,748402.0849221596,776410.0136709836
2012-10-22,749904.885286714,779446.4566454729
2012-10-23,744740.4843795735,769621.7894242443
2012-10-24,744800.4330575331,768191.112828722
2012-10-25,743272.1624948995,762685.4378892295
2012-10-26,734129.4769852059,748261.5015846292
2012-10-29,731674.151496561,744249.4157293871
2012-10-30,733052.8650509126,745590.2173410121
2012-10-31,738423.242463432,750562.6340427134
2012-11-01,749298.8812856385,764897.3611040377
2012-11-02,754762.0355507232,767856.5781664371
2012-11-05,754520.4402961096,766227.5108657192
2012-11-06,752147.9223541723,763007.3234797064
2012-11-07,752984.5435479827,761442.5001489596
2012-11-08,744562.7997059053,747428.66006718
2012-11-09,745373.9548184697,745937.0682047938
2012-11-12,751932.7187225077,749573.3434792204
2012-11-13,743418.3548252675,736455.5902739291
2012-11-14,744229.3535769173,740007.3164894299
2012-11-15,737303.5511360482,730191.9696369017
2012-11-16,733845.9133268157,724738.555336194
2012-11-19,736019.9298148295,723987.9327854954
2012-11-20,733677.9091251383,720624.6111658682
2012-11-21,740133.3435864466,730615.7135424626
2012-11-22,737640.4427986512,724840.4136512777
2012-11-23,741260.4492684468,729876.7414526393
2012-11-26,740320.9741739414,724192.3151562844
2012-11-27,738307.1996535966,715883.5393301252
2012-11-28,737531.3226733507,708734.4836665533
2012-11-29,735397.3549620173,704245.7275263441
2012-11-30,738017.879358875,712229.6219292299
2012-12-03,732020.7916600298,701973.5547852936
2012-12-04,734610.9298468708,709504.0798249636
2012-12-05,752569.9431921933,734937.0359163737
2012-12-06,749435.9390539463,733513.6824676874
2012-12-07,759505.9406098665,747878.7007272885
2012-12-10,766049.2316196037,755963.7877046362
2012-12-11,764001.1188551201,751787.5967862038
2012-12-12,767346.1160363632,754872.3059557489
2012-12-13,762167.8391292789,746506.6093064549
2012-12-14,794460.0071291453,784197.5145905379
2012-12-17,795233.0782359832,787804.1644073094
2012-12-18,798208.4312046389,788276.8402485476
2012-12-19,797120.250709331,789271.7896073229
2012-12-20,797733.5964884788,793834.4429565142
2012-12-21,791160.4713946764,789569.0427948057
2012-12-24,796587.8179610613,792636.442708193
2012-12-25,816670.5615256283,814998.0044424873
2012-12-26,816694.8738757661,818068.400188671
2012-12-27,812558.0450075442,813732.7643913983
2012-12-28,819739.0107327598,825534.6812583697
2012-12-31,833022.5925037125,839815.8161996664
2013-01-04,837527.334011175,840300.8082424016
2013-01-07,837402.3405789558,844154.1149594248
2013-01-08,838708.1960771517,840607.3817985848
2013-01-09,840485.9284539747,840872.3465659269
2013-01-10,843426.5099962156,842351.2893565051
2013-01-11,831469.0072871981,826593.5417168053
2013-01-14,850138.9610110752,858048.1217293412
2013-01-15,854944.964896846,864083.3933332069
2013-01-16,851238.0666041893,857837.4148226484
2013-01-17,849461.3677669513,849737.3486813176
2013-01-18,863278.3675992561,863944.586413632
2013-01-21,820037.6671990155,869090.4285472243
2013-01-22,811841.9879092174,864430.2441969888
2013-01-23,813279.117343609,867944.6889376878
2013-01-24,806296.243353517,859722.4593923187
2013-01-25,807991.4513813821,856033.9234791073
2013-01-28,819629.8226008652,882726.4608263238
2013-01-29,816800.0941868214,890716.3468948028
2013-01-30,823048.3092449616,894992.0660361437
2013-01-31,826509.2914819013,894383.2462378166
2013-02-01,829511.3588323426,913171.1123161017
2013-02-04,836715.7785987381,914736.9342577808
2013-02-05,842591.8584680001,922608.3184956394
2013-02-06,835682.7748473041,923996.0548210773
2013-02-07,837769.6593098347,918678.7844774586
2013-02-08,844106.7280707175,922624.9620111758
2013-02-18,840512.2104550172,911222.8223873925
2013-02-19,784941.6283917159,893958.5037213238
2013-02-20,788715.5161642227,899626.9522427638
2013-02-21,811785.2304794915,868974.2568087791
2013-02-22,809437.8282993112,864332.3803256338
2013-02-25,811320.5200332764,867113.844642103
2013-02-26,798395.0644773669,854676.1454816351
2013-02-27,803157.3917515804,863690.939236855
2013-02-28,814029.7058169858,889871.1891758565
2013-03-01,813171.0173414235,888376.268610363
2013-03-04,791896.8152375204,847392.9430828386
2013-03-05,802508.903350979,873054.581077721
2013-03-06,816795.6172493553,882173.5632401997
2013-03-07,814235.1981578608,871946.7886836077
2013-03-08,814074.7088088361,867768.6005433111
2013-03-11,813037.4001170681,862923.6731706196
2013-03-12,801255.494724171,850688.3591590764
2013-03-13,792591.5597923525,841325.0501885212
2013-03-14,796394.457777105,843584.2409874533
2013-03-15,803596.7925221507,845448.3147275475
2013-03-18,794353.1930165917,833005.6225124187
2013-03-19,800642.6346457687,840529.8230161846
2013-03-20,811213.7692118251,868849.430442255
2013-03-21,816622.3895407444,870451.8681181144
2013-03-22,814413.5593589648,871556.9975497416
2013-03-25,815200.1359650395,869822.410360522
2013-03-26,808895.2691940037,857157.6936481355
2013-03-27,808939.6328713415,859980.4338831354
2013-03-28,756467.5594720294,831943.4333508757
2013-03-29,794266.9021625612,830539.0535099012
2013-04-01,794645.6607612007,829907.931400755
2013-04-02,796950.1571464251,827645.7447690264
2013-04-03,756472.0401765326,826699.061605307
2013-04-08,751794.4779618032,822954.9363502036
2013-04-09,754468.5791104172,828657.3376433381
2013-04-10,759380.1075099475,827285.5790928153
2013-04-11,752986.630346864,824811.3540731511
2013-04-12,751281.203681051,819563.9864947858
2013-04-15,738991.373652765,811144.3648551533
2013-04-16,741133.9169819165,818725.1533117434
2013-04-17,738446.9676452213,818352.6714340353
2013-04-18,737784.7220560159,820475.7182758783
2013-04-19,749307.6388881681,843435.7808288671
2013-04-22,751063.4409424679,842384.909257889
2013-04-23,734230.0993220247,815356.172896834
2013-04-24,742800.3315467172,830704.1571840238
2013-04-25,739426.4956531572,821482.3180955292
2013-04-26,735916.8288825137,814635.5086741011
2013-05-02,769792.4469097181,815412.0951090368
2013-05-03,773020.0087178354,829816.3920653037
2013-05-06,777110.6228024666,840824.7461114924
2013-05-07,777423.5612029285,842141.248190434
2013-05-08,781432.0898511191,846421.9603864359
2013-05-09,776528.884079661,841427.5742442263
2013-05-10,779791.8059779286,845768.8688367814
2013-05-13,778414.389346645,842417.5305483406
2013-05-14,772643.8563336309,829958.1948176754
2013-05-15,774538.353339887,834480.903729579
2013-05-16,779968.980441022,849721.0380360918
2013-05-17,789657.1359737739,862815.8231899427
2013-05-20,792950.9632499022,868660.6929760703
2013-05-21,793341.3233452816,870406.9306261658
2013-05-22,793066.7723286048,871465.7910846014
2013-05-23,785569.2067935108,859753.7492015274
2013-05-24,786675.6185358883,864540.0913995301
2013-05-27,785260.1125811073,865325.3324625447
2013-05-28,794396.0685192908,880228.6020145977
2013-05-29,794571.9798808615,879630.1011959033
2013-05-30,789911.4273998686,876887.9155761003
2013-05-31,788568.7991319458,867601.8325176347
2013-06-03,789764.5916507848,866335.9267259242
2013-06-04,780710.2710395582,854034.0386522348
2013-06-05,780186.7396992064,852327.4125691165
2013-06-06,772493.4473980708,841444.5506300736
2013-06-07,765815.1448258735,826903.1111057852
2013-06-13,746157.373082815,798867.7749250792
2013-06-14,747485.8453034079,804471.3137359268
2013-06-17,743422.3928246282,800166.634877552
2013-06-18,741623.4076285538,805128.39972931
2013-06-19,736726.9525570347,799143.3915423646
2013-06-20,715584.3376900877,772747.1087716987
2013-06-21,709824.8501132122,771391.6608664015
2013-06-24,676832.7811335949,722731.3473624856
2013-06-25,669942.8701764767,720804.3611336631
2013-06-26,664277.5307979094,721761.6961473258
2013-06-27,667989.0188457735,719244.5308575772
2013-06-28,676659.5548379556,732527.3877369912
2013-07-01,716156.3394394984,736747.5175364402
2013-07-02,716542.2046907765,739632.5045195466
2013-07-03,718391.8604912437,733588.9111579127
2013-07-04,723169.8518332859,739630.840167993
2013-07-05,723396.6825210446,741251.9185812536
2013-07-08,709193.3240268396,720204.5288337257
2013-07-09,713832.6858221199,719888.302038531
2013-07-10,725154.7084542548,740325.2076361781
2013-07-11,745800.4043491996,774485.3575343364
2013-07-12,734256.7363935579,757404.1175391698
2013-07-15,737251.6860079878,768030.6693389496
2013-07-16,739665.551262011,771542.7839874735
2013-07-17,733221.9427703695,759888.3286681559
2013-07-18,725635.710183025,747403.0290532536
2013-07-19,714893.7326332779,729145.0925096525
2013-07-22,718124.2004420378,733043.3367186245
2013-07-23,732325.8963151186,754232.5292185236
2013-07-24,728666.8890459596,748675.5922511787
2013-07-25,731316.4099862742,744858.2355277144
2013-07-26,731140.1678817038,740306.2340284664
2013-07-29,722188.415008242,724315.8100415656
2013-07-30,725887.343169018,728782.2638709556
2013-07-31,724224.5959134123,729991.5817098417
2013-08-01,734242.8686075779,747415.0123844399
2013-08-02,733640.1513743885,748047.1331045183
2013-08-05,739830.0188494733,758388.0821776909
2013-08-06,741058.9842687558,763484.9923756056
2013-08-07,735109.7185095872,759151.686670508
2013-08-08,734082.9527367702,757873.1318069899
2013-08-09,736332.53736084,760944.8590344165
2013-08-12,750736.9910711182,783175.2698662827
2013-08-13,752114.9311861864,785263.6981958097
2013-08-14,748352.5213697358,781938.9895322274
2013-08-15,742927.5033663202,772783.7245058791
2013-08-16,740313.1346540386,766981.1292492143
2013-08-19,742406.0177723226,776063.8285478232
2013-08-20,735557.7002932779,769750.943104808
2013-08-21,735661.3539737759,768460.7377804142
2013-08-22,732584.0695207113,766910.5607433392
2013-08-23,729936.4052986184,761250.7668499784
2013-08-26,744767.5940773214,777457.2236685437
2013-08-27,712750.2100551694,779209.7858545431
2013-08-28,761093.9215243789,774940.7241194167
2013-08-29,758219.1830840913,771696.9029413421
2013-08-30,774439.1510393904,770231.9407038143
2013-09-02,764488.987060445,772373.6282830583
2013-09-03,768766.226567841,783743.8123570114
2013-09-04,770361.8618790047,782477.906565301
2013-09-05,765501.8930520031,779494.0570999075
2013-09-06,769191.6984217188,784835.6269762096
2013-09-09,804802.8671506031,812406.2762031348
2013-09-10,809518.530402428,823818.7348065508
2013-09-11,818066.2041470995,826480.032940846
2013-09-12,827717.6082341956,834657.3249942664
2013-09-13,817613.4009376296,828481.5821192721
2013-09-16,813140.2931934969,824982.4494128667
2013-09-17,796299.1955292659,807983.4283844507
2013-09-18,799528.8526499358,809710.3595565237
2013-09-23,804180.1892174415,822951.2747767855
2013-09-24,792114.5104018324,813496.75934109
2013-09-25,786988.974031449,808551.9708751794
2013-09-26,775193.1504910163,793710.2823306116
2013-09-27,778316.0412619287,797214.7409619887
2013-09-30,781125.1561010266,801896.8947527322
2013-10-08,790454.5637535874,812806.3863166337
2013-10-09,791073.5718970443,816724.9356145603
2013-10-10,787785.893445819,808647.5046543592
2013-10-11,798491.0657521646,821693.0250022218
2013-10-14,807581.8300956993,823035.8238357112
2013-10-15,812750.431370932,821363.1505242875
2013-10-16,801340.9572541373,806002.5171652898
2013-10-17,801498.9011288624,803325.9069967009
2013-10-18,799920.3756797455,807561.3488304436
2013-10-21,811451.1342919224,822629.7220566194
2013-10-22,810251.3545164191,814164.4971844165
2013-10-23,800106.8725281297,805043.8506703842
2013-10-24,795425.3794211945,799058.8424834389
2013-10-25,788309.2108494018,788422.9703149587
2013-10-28,794567.0677049841,787555.8431555042
2013-10-29,793622.4901916042,789586.019180653
2013-10-30,811680.9905706148,801375.6198461275
2013-10-31,803408.2527510467,790140.2482480203
2013-11-01,804891.2859059928,793882.3762812595
2013-11-04,803645.1479529574,792382.4626611052
2013-11-05,803371.4225190796,793485.9277411787
2013-11-06,800236.5637879168,783432.9114867887
2013-11-07,805898.3929351106,779100.2715223125
2013-11-08,800099.8340096493,768246.3693003034
2013-11-11,798755.1777245224,770890.6910487514
2013-11-12,802164.9248655087,778916.527110789
2013-11-13,788564.6327728505,761645.8839088163
2013-11-14,788061.5173389636,767099.9639501454
2013-11-15,797134.4128803815,782489.5570261766
2013-11-18,816846.140843473,808509.6963457165
2013-11-19,812877.6223643299,802937.4473440778
2013-11-20,816959.4022697425,807160.5729763233
2013-11-21,817526.7779221475,802213.7872885484
2013-11-22,816666.9421055184,798210.3560613854
2013-11-25,810331.3492017287,795103.6774513319
2013-11-26,808163.2423589143,794699.9057644152
2013-11-27,813649.3785878657,803709.0407243526
2013-11-28,822036.5063037935,812047.109137856
2013-11-29,778635.11125545,811852.0471357675
2013-12-02,786178.8246981822,805142.7131526713
2013-12-03,831175.6823855079,813130.269128975
2013-12-04,838422.6483175069,823898.956551437
2013-12-05,795818.4118754088,821589.5023355846
2013-12-06,834765.6853066809,816293.5356918526
2013-12-09,830997.15179817,815822.5242021682
2013-12-10,831682.1072670625,816638.0564634594
